order_date,allocated_node,node_type,state,lat,lng,default_units,mechmax_units,uncap_units,mechmax_delta_units,uncap_delta_units,default_throughput,mechmax_throughput,default_tp_scaled,mechmax_tp_scaled,uncap_throughput,default_maxcap,mechmax_maxcap,uncap_maxcap,default_promise_miss_ol,mechmax_promise_miss_ol,uncap_promise_miss_ol,default_ol,mechmax_ol,uncap_ol,p_default_promise_miss_ol,p_mechmax_promise_miss_ol,p_uncap_promise_miss_ol
2022-05-15,2631,STR,MD,39.0341,-76.684,672,1006,1085,334,413,125.2017937,38.50574713,13,4,0.108400108,1115,2610,999999,67,133,148,568,866,920,0.117957746,0.153579677,0.160869565
2022-05-15,2730,STR,CA,33.463108,-117.606739,679,749,826,70,147,187.6595745,42.38636364,19,4,0.082500083,705,1760,999999,90,365,371,552,589,658,0.163043478,0.619694397,0.563829787
2022-05-15,2796,STR,AL,33.467692,-86.774917,716,1118,1070,402,354,183.6129032,34.875,18,3,0.106800107,775,3200,999999,89,410,401,626,963,920,0.142172524,0.425752856,0.435869565
2022-05-15,2840,STR,NY,40.66425,-73.7201,649,2193,2148,1544,1499,147.7915194,68.46875,15,7,0.214600215,1132,3200,999999,109,267,264,513,1786,1730,0.212475634,0.149496081,0.152601156
2022-05-15,2851,STR,OH,40.143117,-83.094907,918,789,834,-129,-84,130.125,32.83333333,13,3,0.083300083,800,2400,999999,110,154,157,741,660,684,0.148448043,0.233333333,0.229532164
2022-05-15,321,STR,CA,37.475146,-122.217683,2788,2292,2276,-496,-512,181.4983713,95.41666667,18,10,0.227400227,1535,2400,999999,1367,1849,1848,2320,1919,1916,0.589224138,0.963522668,0.964509395
2022-05-15,332,STR,CA,38.007704,-121.840624,909,475,561,-434,-348,92.87894201,18.515625,9,2,0.055800056,983,2560,999999,182,97,115,751,387,451,0.242343542,0.250645995,0.254988914
2022-05-15,3324,STR,MA,41.666927,-70.294616,447,263,370,-184,-77,109.2417062,32.75,11,3,0.036900037,422,800,999999,33,33,57,385,218,317,0.085714286,0.151376147,0.179810726
2022-05-15,3401,STR,NH,43.633682,-72.322002,162,267,340,105,178,197.1428571,33.25,20,3,0.033900034,140,800,999999,26,61,72,113,203,260,0.230088496,0.300492611,0.276923077
2022-05-15,343,STR,WA,45.650676,-122.591779,532,345,344,-187,-188,10.03211789,3.583333333,1,0,0.034300034,5293,9600,999999,241,178,178,423,277,276,0.569739953,0.642599278,0.644927536
2022-05-15,354,STR,MI,42.32347,-83.4716,221,451,763,230,542,140.7894737,44.9,14,4,0.076100076,380,1000,999999,39,75,119,198,410,669,0.196969697,0.182926829,0.177877429
2022-05-15,530,STR,NE,41.294429,-96.116794,1309,1241,1214,-68,-95,143.204698,38.71875,14,4,0.121200121,1192,3200,999999,375,611,610,1100,1073,1052,0.340909091,0.5694315,0.579847909
2022-05-15,662,STR,MN,44.81502,-92.931008,512,780,698,268,186,115.4652687,24.34375,12,2,0.06970007,763,3200,999999,65,139,121,443,659,585,0.146726862,0.210925645,0.206837607
2022-05-15,68,STR,MN,44.949601,-93.028418,912,722,878,-190,-34,79.56331878,29.10569106,8,3,0.087700088,1145,2460,999999,576,521,642,767,599,722,0.750977836,0.869782972,0.889196676
2022-05-15,695,STR,TN,35.96564,-86.812455,615,863,954,248,339,184.9462366,48.75,18,5,0.094900095,651,1760,999999,125,365,392,528,723,804,0.236742424,0.504840941,0.487562189
2022-05-15,750,STR,GA,30.84359,-83.316461,687,472,649,-215,-38,109.9518459,42.05357143,11,4,0.064800065,623,1120,999999,104,101,122,524,376,523,0.198473282,0.268617021,0.233269598
2022-05-15,772,STR,VA,38.299852,-77.512493,744,866,873,122,129,110.3907638,29.3220339,11,3,0.087200087,1126,2950,999999,77,118,116,622,734,733,0.123794212,0.160762943,0.158253752
2022-05-15,79,STR,CO,40.527326,-105.078537,907,780,787,-127,-120,136.969697,40.10309278,14,4,0.078500079,660,1940,999999,540,633,641,804,696,702,0.671641791,0.909482759,0.913105413
2022-05-15,794,STR,OH,40.861642,-81.430975,412,795,873,383,461,142.5655977,44.60674157,14,4,0.087200087,686,1780,999999,70,141,155,338,632,695,0.207100592,0.223101266,0.223021583
2022-05-15,860,STR,IA,40.820835,-91.171919,963,469,465,-494,-498,95.14370664,28.24242424,10,3,0.046200046,1009,1650,999999,258,188,185,763,360,356,0.338138925,0.522222222,0.519662921
2022-05-15,871,STR,IL,40.748276,-89.635233,31,117,130,86,99,110.4166667,11.26213592,11,1,0.012900013,96,1030,999999,4,19,21,20,101,110,0.2,0.188118812,0.190909091
2022-05-15,882,STR,TX,29.050208,-95.464699,290,571,680,281,390,199.5951417,50.26548673,20,5,0.067700068,247,1130,999999,29,193,215,211,468,543,0.137440758,0.412393162,0.395948435
2022-05-15,893,STR,IL,41.967029,-87.992439,1010,1010,998,0,-12,123.0677765,31.53125,12,3,0.0997001,841,3200,999999,216,224,213,860,798,774,0.251162791,0.280701754,0.275193798
2022-05-15,909,STR,AZ,33.321379,-111.981542,1151,937,745,-214,-406,106.3988095,19.5,11,2,0.074400074,1344,4800,999999,405,430,353,951,780,622,0.425867508,0.551282051,0.567524116
2022-05-15,9407,DC,MN,44.9453,-92.912991,61218,63146,62808,1928,1590,150.6319546,6.314006314,15,1,6.28020628,56887,999999,999999,18624,33624,33535,57559,59416,59108,0.323563648,0.565908173,0.567351289
2022-05-15,970,STR,GA,34.046252,-84.286994,313,509,838,196,525,140.9200969,55.49450549,14,6,0.083400083,413,910,999999,49,85,142,245,437,706,0.2,0.194508009,0.201133144
2022-05-15,981,STR,GA,34.009047,-84.573229,805,747,881,-58,76,143.705036,36.21359223,14,4,0.088000088,556,2060,999999,237,276,309,675,601,686,0.351111111,0.459234609,0.450437318
2022-05-15,992,STR,MO,37.299212,-89.580194,826,905,867,79,41,119.2432432,30.68027211,12,3,0.086500087,925,2940,999999,147,184,180,716,790,754,0.205307263,0.232911392,0.23872679
2022-05-16,1004,STR,MD,38.952326,-76.722322,889,928,869,39,-20,123.2876712,27.94561934,12,3,0.086600087,949,3310,999999,72,104,102,686,756,699,0.104956268,0.137566138,0.145922747
2022-05-16,1026,STR,CA,38.282734,-122.277002,674,797,824,123,150,165.1356994,79.8989899,17,8,0.081800082,479,990,999999,88,156,161,548,626,646,0.160583942,0.249201278,0.249226006
2022-05-16,1037,STR,OH,39.287984,-84.453876,1023,875,813,-148,-210,123.7612613,27.3125,12,3,0.081200081,888,3200,999999,118,152,124,841,711,666,0.140309156,0.213783404,0.186186186
2022-05-16,1048,STR,VA,36.86527,-76.212298,700,617,717,-83,17,140.7407407,32.59259259,14,3,0.071600072,648,1890,999999,129,175,205,550,454,540,0.234545455,0.385462555,0.37962963
2022-05-16,1059,STR,TN,36.182625,-86.637907,1265,1108,1090,-157,-175,124.3941842,39.96389892,12,4,0.108900109,1238,2770,999999,270,321,312,1109,962,951,0.243462579,0.333679834,0.32807571
2022-05-16,1103,STR,VA,37.107827,-76.492272,779,957,870,178,91,135.07109,26.85393258,14,3,0.086900087,1055,3560,999999,122,260,251,682,797,734,0.17888563,0.326223338,0.341961853
2022-05-16,1114,STR,AR,34.755508,-92.414374,619,680,731,61,112,138.2867133,34.29292929,14,3,0.073000073,572,1980,999999,122,181,188,504,559,595,0.242063492,0.323792487,0.315966387
2022-05-16,1125,STR,IL,42.052844,-87.838899,353,870,936,517,583,199.6855346,75.78947368,20,8,0.093000093,318,1140,999999,27,225,225,289,740,787,0.093425606,0.304054054,0.285895807
2022-05-16,1147,STR,NY,40.688227,-73.406133,986,3238,3195,2252,2209,199.7752809,100.8125,20,10,0.319400319,890,3200,999999,134,1262,1290,784,2593,2505,0.170918367,0.486694948,0.51497006
2022-05-16,1158,STR,NJ,40.036142,-74.822986,878,2160,2157,1282,1279,199.4252874,73.86986301,20,7,0.215400215,870,2920,999999,46,495,490,641,1614,1611,0.071762871,0.30669145,0.304158908
2022-05-16,1213,STR,IL,41.644007,-88.004072,794,1279,1242,485,448,199.8178506,51.04,20,5,0.123900124,549,2500,999999,61,257,254,652,1036,1015,0.093558282,0.248069498,0.250246305
2022-05-16,1224,STR,NJ,40.562362,-74.553134,2229,1742,1710,-487,-519,176.8081291,54.40625,18,5,0.170900171,1673,3200,999999,239,443,435,1858,1459,1430,0.128632939,0.303632625,0.304195804
2022-05-16,1246,STR,WI,44.823398,-87.403163,1162,802,783,-360,-379,108.0553295,28.66906475,11,3,0.077800078,1229,2780,999999,244,203,203,923,648,639,0.264355363,0.313271605,0.317683881
2022-05-16,1257,STR,MD,39.620301,-77.772574,1147,873,846,-274,-301,115.4202005,27.25,12,3,0.084500085,1297,3200,999999,71,94,91,892,671,654,0.079596413,0.140089419,0.139143731
2022-05-16,1268,STR,NY,42.705805,-73.823925,725,684,888,-41,163,130.1488834,42.625,13,4,0.088600089,806,1600,999999,58,56,86,529,484,648,0.109640832,0.115702479,0.132716049
2022-05-16,1279,STR,MO,38.564709,-90.404735,695,574,678,-121,-17,117.5491679,28.3919598,12,3,0.067700068,661,1990,999999,124,142,158,550,440,525,0.225454545,0.322727273,0.300952381
2022-05-16,1301,STR,OH,41.216528,-80.752596,1219,668,621,-551,-598,105.6657224,20.8125,11,2,0.061900062,1412,3200,999999,97,87,84,988,534,497,0.098178138,0.162921348,0.169014085
2022-05-16,1312,STR,DE,39.159345,-75.511066,499,938,1197,439,698,171.7201166,51.60220994,17,5,0.11950012,686,1810,999999,36,95,134,392,736,937,0.091836735,0.129076087,0.143009605
2022-05-16,1323,STR,IL,41.918795,-88.263731,513,907,849,394,336,148.8801054,26.15606936,15,3,0.084800085,759,3460,999999,32,144,133,408,726,659,0.078431373,0.198347107,0.201820941
2022-05-16,1334,STR,MI,46.551176,-87.460326,363,219,224,-144,-139,73.62459547,12.38636364,7,1,0.022300022,618,1760,999999,60,50,50,307,175,180,0.195439739,0.285714286,0.277777778
2022-05-16,1345,STR,NJ,40.276872,-74.540946,1086,2464,2406,1378,1320,199.7840173,96.88976378,20,10,0.24030024,926,2540,999999,123,703,689,849,2014,1959,0.144876325,0.349056604,0.351710056
2022-05-16,1356,STR,MN,44.916909,-93.504896,997,1077,1122,80,125,137.3525557,58.10810811,14,6,0.112000112,763,1850,999999,187,318,332,812,857,894,0.230295567,0.371061844,0.371364653
2022-05-16,1378,STR,NJ,40.23093,-74.0445,1937,2257,2056,320,119,191.3781399,46.97916667,19,5,0.205400205,1473,4800,999999,207,455,435,1510,1781,1622,0.137086093,0.255474453,0.268187423
2022-05-16,1389,STR,NJ,39.82943,-75.091781,1803,1417,1522,-386,-281,126.2506724,44.1875,13,4,0.151100151,1859,3200,999999,198,243,252,1422,1110,1152,0.139240506,0.218918919,0.21875
2022-05-16,1400,STR,GA,33.885814,-84.744219,1585,951,887,-634,-698,103.7844037,29.2,10,3,0.088600089,1744,3250,999999,320,264,247,1307,760,704,0.244835501,0.347368421,0.350852273
2022-05-16,1411,STR,CA,34.074952,-118.070068,1364,1518,1464,154,100,159.3572779,47.25856698,16,5,0.146300146,1058,3210,999999,238,355,345,1069,1187,1150,0.222637979,0.299073294,0.3
2022-05-16,1422,STR,CA,37.545146,-121.984401,1265,585,505,-680,-760,58.19921705,12.14583333,6,1,0.05030005,2299,4800,999999,122,86,67,991,471,396,0.123107972,0.182590234,0.169191919
2022-05-16,1444,STR,WA,45.616707,-122.505134,770,1908,1797,1138,1027,199.7364954,72.23484848,20,7,0.17960018,759,2640,999999,72,865,835,660,1571,1468,0.109090909,0.55060471,0.56880109
2022-05-16,1455,STR,MO,39.247376,-94.463373,1035,912,891,-123,-144,120.9533267,28.46875,12,3,0.089000089,1007,3200,999999,256,282,282,854,752,745,0.299765808,0.375,0.37852349
2022-05-16,1466,STR,MI,42.711399,-83.033136,717,802,857,85,140,142.3023578,44.26136364,14,4,0.083400083,721,1760,999999,147,228,238,559,610,643,0.262969589,0.373770492,0.370139969
2022-05-16,1477,STR,NY,42.857601,-73.772416,1314,1376,1383,62,69,164.3823264,49.78181818,16,5,0.137600138,1109,2750,999999,250,478,480,1000,1077,1070,0.25,0.443825441,0.448598131
2022-05-16,1499,STR,AL,32.618108,-85.410636,758,830,866,72,108,143.8247012,42.68041237,14,4,0.086400086,753,1940,999999,83,199,205,615,706,734,0.13495935,0.281869688,0.279291553
2022-05-16,1510,STR,PA,40.612714,-75.535035,1593,2111,2029,518,436,163.1218905,61.45772595,16,6,0.202600203,1608,3430,999999,213,436,432,1273,1643,1587,0.167321288,0.265368229,0.27221172
2022-05-16,1521,STR,NY,42.77571,-73.8901,1135,1166,1223,31,88,148.3214649,45.13618677,15,5,0.121700122,983,2570,999999,119,225,229,862,832,857,0.138051044,0.270432692,0.267211202
2022-05-16,1532,STR,NH,42.79899,-71.53679,1114,300,304,-814,-810,102.4503311,12.05645161,10,1,0.03030003,1510,2480,999999,62,51,51,884,232,234,0.070135747,0.219827586,0.217948718
2022-05-16,1543,STR,KS,38.848948,-94.819941,704,817,786,113,82,126.2773723,25.5,13,3,0.078500079,685,3200,999999,125,199,195,614,702,675,0.203583062,0.283475783,0.288888889
2022-05-16,1752,STR,UT,40.56698,-111.893,386,540,514,154,128,153.8641686,18.9122807,15,2,0.051300051,427,2850,999999,55,99,97,292,390,379,0.188356164,0.253846154,0.255936675
2022-05-16,1763,STR,TX,33.104797,-96.811982,610,972,1015,362,405,198.4693878,88.18181818,20,9,0.101300101,392,1100,999999,89,259,263,469,783,811,0.189765458,0.330779055,0.324290999
2022-05-16,1774,STR,WI,44.780861,-91.434078,852,1107,1064,255,212,153.7254902,35.01587302,15,4,0.106000106,765,3150,999999,143,266,251,649,861,811,0.220338983,0.308943089,0.309494451
2022-05-16,1785,STR,TX,29.547842,-98.663965,956,726,729,-230,-227,96.40151515,22.5625,10,2,0.072500073,1056,3200,999999,270,208,210,816,617,625,0.330882353,0.337115073,0.336
2022-05-16,1796,STR,NY,42.644824,-73.700465,154,496,495,342,341,199.2481203,20.58333333,20,2,0.049300049,133,2400,999999,13,65,67,94,330,330,0.138297872,0.196969697,0.203030303
2022-05-16,1840,STR,MO,38.880085,-94.60723,1143,648,628,-495,-515,70.28301887,6.739583333,7,1,0.062500063,1696,9600,999999,163,112,107,934,530,516,0.174518201,0.211320755,0.207364341
2022-05-16,1862,STR,CA,38.05213,-121.372721,382,795,799,413,417,199.7361478,70.89285714,20,7,0.07970008,379,1120,999999,28,164,166,253,572,587,0.110671937,0.286713287,0.282793867
2022-05-16,1873,STR,VA,38.79473,-77.6068,1420,1498,1491,78,71,138.0566802,46.75,14,5,0.149000149,1729,3200,999999,198,338,333,1105,1129,1131,0.17918552,0.299379982,0.294429708
2022-05-16,1895,STR,WI,43.014838,-87.969611,724,922,956,198,232,197.7366255,87.61904762,20,9,0.095400095,486,1050,999999,110,252,255,614,774,797,0.179153094,0.325581395,0.319949812
2022-05-16,1950,STR,IL,42.017305,-88.200911,1305,1749,1755,444,450,198.9037759,49.77207977,20,5,0.175300175,821,3510,999999,185,554,563,1059,1393,1401,0.174693107,0.3977028,0.401855817
2022-05-16,1972,STR,OH,39.971383,-82.89574,991,847,865,-144,-126,118.8421053,34.36734694,12,3,0.086400086,950,2450,999999,218,257,260,790,681,697,0.275949367,0.377386197,0.37302726
2022-05-16,201,STR,CA,32.751897,-117.210247,317,1163,1317,846,1000,199.6805112,111.6346154,20,11,0.131400131,313,1040,999999,40,410,525,288,987,1117,0.138888889,0.415400203,0.470008953
2022-05-16,2016,STR,OH,41.420371,-81.895378,1236,1527,1527,291,291,199.3742178,92.48484848,20,9,0.152600153,799,1650,999999,251,646,648,1008,1266,1269,0.249007937,0.510268562,0.510638298
2022-05-16,2027,STR,GA,33.527174,-82.118653,638,920,919,282,281,156.7610063,47.51295337,16,5,0.091600092,636,1930,999999,64,136,127,522,699,698,0.122605364,0.194563662,0.181948424
2022-05-16,2038,STR,NY,43.211404,-77.451215,567,304,300,-263,-267,104.2440318,10.30612245,10,1,0.02990003,754,2940,999999,37,41,39,420,217,215,0.088095238,0.188940092,0.181395349
2022-05-16,2104,STR,NJ,40.012534,-74.958721,1004,1735,1768,731,764,199.8993964,69.91935484,20,7,0.176700177,994,2480,999999,91,349,353,756,1334,1358,0.12037037,0.26161919,0.25994109
2022-05-16,2115,STR,CA,38.640887,-121.499327,1116,1221,1191,105,75,155.1643192,69.65714286,16,7,0.118900119,852,1750,999999,265,363,348,984,1030,1005,0.269308943,0.352427184,0.346268657
2022-05-16,212,STR,CA,33.906912,-117.459627,1118,1116,1116,-2,-2,170.9219858,54.65686275,17,5,0.111500112,846,2040,999999,208,376,377,869,895,905,0.239355581,0.420111732,0.416574586
2022-05-16,2137,STR,GA,33.792608,-84.399931,358,995,791,637,433,177.3333333,20.70833333,18,2,0.079000079,450,4800,999999,34,207,172,280,764,596,0.121428571,0.270942408,0.288590604
2022-05-16,2214,STR,CA,38.870468,-121.30378,1169,628,569,-541,-600,63.18432948,18.93292683,6,2,0.056200056,1991,3280,999999,113,87,78,927,482,439,0.121898598,0.180497925,0.177676538
2022-05-16,2225,STR,CO,39.746722,-105.055446,527,544,588,17,61,128.0230326,56.5625,13,6,0.058700059,521,960,999999,83,137,145,445,452,487,0.186516854,0.303097345,0.297741273
2022-05-16,2236,STR,AZ,33.63865,-112.069,595,704,727,109,132,165.9774436,60.51724138,17,6,0.072500073,532,1160,999999,77,200,200,430,504,519,0.179069767,0.396825397,0.385356455
2022-05-16,2247,STR,NJ,40.989761,-74.325836,1894,2113,2101,219,207,199.6758509,76.52173913,20,8,0.21000021,1234,2760,999999,190,426,414,1506,1688,1681,0.126162019,0.252369668,0.246281975
2022-05-16,2258,STR,MA,42.152383,-71.073541,1503,2221,2116,718,613,199.7965412,69.34375,20,7,0.211400211,983,3200,999999,374,1219,1173,1272,1926,1828,0.294025157,0.632917965,0.641684902
2022-05-16,2302,STR,PA,40.397293,-75.928869,1646,1371,1310,-275,-336,131.5389487,42.75,13,4,0.130900131,1579,3200,999999,163,186,185,1305,1015,974,0.124904215,0.183251232,0.189938398
2022-05-16,2313,STR,MN,44.87547,-93.3236,1562,1199,1157,-363,-405,109.6275474,59.01477833,11,6,0.115600116,1423,2030,999999,342,324,314,1232,926,902,0.277597403,0.349892009,0.348115299
2022-05-16,2324,STR,NY,43.04706,-76.2362,336,481,529,145,193,144.3396226,25.4787234,14,3,0.052700053,742,1880,999999,62,110,106,241,395,431,0.257261411,0.278481013,0.245939675
2022-05-16,2335,STR,TX,33.2201,-96.6382,1038,768,775,-270,-263,113.6550308,26.53979239,11,3,0.076900077,974,2890,999999,267,224,239,879,647,657,0.303754266,0.346213292,0.363774734
2022-05-16,2346,STR,OH,40.983634,-81.49522,1075,1003,1042,-72,-33,153.5759097,51.86528497,15,5,0.104000104,797,1930,999999,191,284,288,835,788,814,0.228742515,0.360406091,0.353808354
2022-05-16,2368,STR,AZ,35.051939,-114.592099,1014,504,500,-510,-514,84.06896552,17.83687943,8,2,0.04990005,1450,2820,999999,93,66,61,760,387,384,0.122368421,0.170542636,0.158854167
2022-05-16,2379,STR,VA,39.221962,-78.135246,1184,1153,1164,-31,-20,136.5284974,41.43884892,14,4,0.116300116,1158,2780,999999,173,254,247,920,930,936,0.188043478,0.27311828,0.263888889
2022-05-16,2434,STR,CT,41.611472,-72.901357,2169,1824,1491,-345,-678,121.2959142,37.97916667,12,4,0.148900149,2423,4800,999999,211,282,247,1712,1390,1176,0.123247664,0.202877698,0.210034014
2022-05-16,2445,STR,FL,30.363162,-87.358086,1045,861,819,-184,-226,111.0083256,30.82437276,11,3,0.081200081,1081,2790,999999,239,248,242,788,640,621,0.303299492,0.3875,0.389694042
2022-05-16,245,STR,CA,34.673656,-118.149399,381,710,838,329,457,199.1913747,73.64583333,20,7,0.083500084,371,960,999999,23,184,195,309,588,682,0.074433657,0.31292517,0.285923754
2022-05-16,2456,STR,MN,45.278232,-93.563492,1845,1986,901,141,-944,76.41939494,20.67708333,8,2,0.09000009,2413,9600,999999,427,604,262,1418,1518,707,0.30112835,0.397891963,0.370579915
2022-05-16,2467,STR,TX,29.517056,-98.504488,837,772,678,-65,-159,106.5375303,20.89430894,11,2,0.066900067,826,3690,999999,156,175,157,705,626,560,0.221276596,0.279552716,0.280357143
2022-05-16,2478,STR,VA,37.51178,-77.692738,1146,842,783,-304,-363,109.9143207,26.21875,11,3,0.078000078,1634,3200,999999,157,161,142,914,705,654,0.171772429,0.228368794,0.217125382
2022-05-16,2489,STR,FL,28.479153,-82.479327,538,903,872,365,334,183.2129964,32.49097473,18,3,0.086900087,554,2770,999999,49,254,259,412,679,659,0.118932039,0.374079529,0.393019727
2022-05-16,2544,STR,MI,42.50366,-83.0833,419,924,962,505,543,199.7474747,89.51456311,20,9,0.096000096,396,1030,999999,44,293,298,332,750,778,0.13253012,0.390666667,0.383033419
2022-05-16,256,STR,CO,39.636674,-104.789979,286,267,275,-19,-11,98.88888889,10.23076923,10,1,0.027400027,450,2600,999999,17,33,34,241,224,233,0.070539419,0.147321429,0.145922747
2022-05-16,2632,STR,CA,33.9853,-118.394695,1719,1173,1063,-546,-656,117.5632911,35.24096386,12,4,0.106000106,1896,3320,999999,265,291,262,1381,949,853,0.191889935,0.306638567,0.307151231
2022-05-16,267,STR,CA,38.745763,-121.254606,769,424,510,-345,-259,86.65955176,21.4213198,9,2,0.050800051,937,1970,999999,88,63,76,610,334,394,0.144262295,0.188622754,0.192893401
2022-05-16,2742,STR,SC,33.653935,-78.98049,856,1096,1069,240,213,154.0166205,36.86868687,15,4,0.106800107,1083,2970,999999,115,324,329,655,848,830,0.175572519,0.382075472,0.396385542
2022-05-16,2753,STR,NY,40.574684,-74.16763,2565,1831,1779,-734,-786,178.3529412,57.1875,18,6,0.177800178,1700,3200,999999,238,404,404,1994,1401,1388,0.119358074,0.288365453,0.291066282
2022-05-16,2764,STR,DE,39.67894,-75.649576,2153,1961,1559,-192,-594,136.023622,39.67611336,14,4,0.155000155,2032,4940,999999,238,380,333,1718,1549,1269,0.138533178,0.245319561,0.262411348
2022-05-16,278,STR,MI,42.628532,-82.996591,954,933,902,-21,-52,147.6715686,53.56321839,15,5,0.09010009,816,1740,999999,195,325,322,762,757,744,0.255905512,0.429326288,0.432795699
2022-05-16,2830,STR,CA,37.350298,-121.96087,1397,1584,1533,187,136,160.2700096,65.91666667,16,7,0.153100153,1037,2400,999999,272,450,442,1128,1290,1251,0.241134752,0.348837209,0.353317346
2022-05-16,289,STR,CA,33.847157,-118.062572,589,656,783,67,194,199.5495496,59.00900901,20,6,0.078200078,444,1110,999999,88,219,240,482,550,646,0.182572614,0.398181818,0.371517028
2022-05-16,3,STR,MN,45.052732,-93.365555,1789,1319,1065,-470,-724,83.83600377,27.27083333,8,3,0.105500106,2122,4800,999999,486,411,328,1455,1059,851,0.334020619,0.388101983,0.385428907
2022-05-16,300,STR,CA,33.60628,-117.689,730,893,947,163,217,199.8120301,81,20,8,0.094500095,532,1100,999999,89,246,264,531,649,690,0.167608286,0.379044684,0.382608696
2022-05-16,311,STR,CA,38.66161,-121.349226,833,1004,1019,171,186,178.2531194,100,18,10,0.101800102,561,1000,999999,125,218,223,664,776,789,0.188253012,0.280927835,0.282636248
2022-05-16,322,STR,CA,37.401165,-122.106321,635,967,981,332,346,199.7835498,91.52380952,20,9,0.098000098,462,1050,999999,81,291,295,505,774,785,0.16039604,0.375968992,0.375796178
2022-05-16,344,STR,OR,45.487853,-122.788207,470,375,393,-95,-77,146.875,20.66298343,15,2,0.039200039,672,1810,999999,49,60,61,408,319,335,0.120098039,0.188087774,0.182089552
2022-05-16,531,STR,KS,38.925538,-95.263513,727,650,604,-77,-123,104.1755889,19.66666667,10,2,0.06030006,934,3300,999999,158,165,149,618,526,490,0.25566343,0.313688213,0.304081633
2022-05-16,641,STR,CA,37.322488,-120.485509,1154,815,743,-339,-411,115.4826958,26.51465798,12,3,0.074200074,1098,3070,999999,135,139,135,909,634,577,0.148514851,0.219242902,0.233968804
2022-05-16,652,STR,FL,28.063326,-82.707556,232,396,495,164,263,169.1588785,38.34951456,17,4,0.049400049,321,1030,999999,37,69,79,168,291,354,0.220238095,0.237113402,0.223163842
2022-05-16,674,STR,IL,37.749039,-88.979309,940,867,845,-73,-95,121.108742,29.06040268,12,3,0.084400084,938,2980,999999,167,204,200,725,651,624,0.230344828,0.313364055,0.320512821
2022-05-16,685,STR,CA,34.599359,-118.146734,370,818,929,448,559,199.7118156,77.0754717,20,8,0.092800093,347,1060,999999,16,146,163,271,599,661,0.05904059,0.243739566,0.246596067
2022-05-16,69,STR,IA,41.599259,-93.752751,560,522,609,-38,49,110.620915,31.76829268,11,3,0.060800061,612,1640,999999,63,58,74,476,424,493,0.132352941,0.136792453,0.15010142
2022-05-16,696,STR,WA,48.465356,-122.338606,0,242,278,242,278,0,30.125,0,3,0.027600028,0,800,999999,0,98,102,0,176,202,#DIV/0!,0.556818182,0.504950495
2022-05-16,751,STR,MN,45.052235,-93.060696,667,676,893,9,226,128.3928571,64.19047619,13,6,0.089100089,560,1050,999999,168,226,299,548,553,737,0.306569343,0.408679928,0.405698779
2022-05-16,762,STR,NC,35.107803,-80.878991,363,435,535,72,172,147.8787879,26.08433735,15,3,0.053300053,330,1660,999999,65,91,107,298,358,432,0.218120805,0.254189944,0.247685185
2022-05-16,773,STR,IN,39.716457,-86.355133,684,1277,1284,593,600,190.5817175,65.10204082,19,7,0.128300128,722,1960,999999,67,332,321,563,1030,1035,0.119005329,0.322330097,0.310144928
2022-05-16,850,STR,NV,36.1244,-115.242,402,548,584,146,182,164.229249,55.51020408,16,6,0.058000058,506,980,999999,46,181,191,307,430,452,0.149837134,0.420930233,0.422566372
2022-05-16,861,STR,MN,45.164304,-93.855592,436,427,549,-9,113,109.7447796,26.625,11,3,0.054800055,431,1600,999999,64,77,98,357,329,410,0.179271709,0.234042553,0.23902439
2022-05-16,872,STR,MI,42.434408,-83.431597,1373,1402,1327,29,-46,152.6467757,43.75,15,4,0.132500133,1039,3200,999999,344,561,550,1131,1145,1076,0.304155615,0.489956332,0.511152416
2022-05-16,883,STR,CA,34.14677,-118.135,485,1037,1088,552,603,199.3589744,80.9375,20,8,0.108700109,468,1280,999999,86,389,396,413,905,943,0.208232446,0.429834254,0.419936373
2022-05-16,894,STR,IL,41.577123,-88.154391,878,1258,1248,380,370,172.2135008,42.04697987,17,4,0.124300124,637,2980,999999,105,222,219,707,1030,1014,0.148514851,0.215533981,0.215976331
2022-05-16,982,STR,GA,33.951431,-84.232282,387,1145,1192,758,805,198.4042553,101.875,20,10,0.118800119,376,1120,999999,50,308,333,281,946,983,0.177935943,0.325581395,0.338758901
2022-05-16,993,STR,TX,29.877608,-95.646855,543,551,619,8,76,117.9347826,27.57575758,12,3,0.061400061,552,1980,999999,90,120,138,411,405,455,0.218978102,0.296296296,0.303296703
2022-05-17,1005,STR,VA,38.798687,-77.301682,430,590,731,160,301,127.3298429,24.54166667,13,2,0.073000073,955,2400,999999,54,84,101,358,482,589,0.150837989,0.174273859,0.17147708
2022-05-17,1016,STR,VA,37.248789,-77.386397,542,556,669,14,127,126.6576455,28.46153846,13,3,0.066800067,739,1950,999999,89,104,118,424,434,515,0.20990566,0.239631336,0.229126214
2022-05-17,1038,STR,FL,25.906886,-80.156727,561,500,565,-61,4,164.037123,51.2371134,16,5,0.056400056,431,970,999999,120,168,186,408,371,420,0.294117647,0.452830189,0.442857143
2022-05-17,1049,STR,VA,37.65192,-77.605343,3236,719,712,-2517,-2524,0.325006175,24.01337793,0,2,0.071100071,999981,2990,999999,305,149,143,2474,562,563,0.123282134,0.265124555,0.253996448
2022-05-17,1104,STR,NC,35.715937,-78.638227,839,743,736,-96,-103,130.2777778,26.66666667,13,3,0.072900073,1080,2760,999999,177,248,244,672,598,595,0.263392857,0.414715719,0.410084034
